"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2012"	"2012"	49	52829	92.8
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2013"	"2013"	35	53259	65.7
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2014"	"2014"	45	54377	82.8
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2015"	"2015"	45	56248	80.0
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2016"	"2016"	40	57522	69.5
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2017"	"2017"	34	57341	59.3
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"White"	"2106-3"	"1999"	"1999"	152	278953	54.5
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"White"	"2106-3"	"2000"	"2000"	161	275994	58.3
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"White"	"2106-3"	"2001"	"2001"	128	303280	42.2
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"White"	"2106-3"	"2002"	"2002"	163	303086	53.8
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"White"	"2106-3"	"2003"	"2003"	146	307219	47.5
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"White"	"2106-3"	"2004"	"2004"	148	309996	47.7
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"White"	"2106-3"	"2005"	"2005"	154	309826	49.7
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"White"	"2106-3"	"2006"	"2006"	161	312243	51.6
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"White"	"2106-3"	"2007"	"2007"	200	316019	63.3
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"White"	"2106-3"	"2008"	"2008"	146	318894	45.8
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"White"	"2106-3"	"2009"	"2009"	144	312874	46.0
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"White"	"2106-3"	"2010"	"2010"	153	307363	49.8
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"White"	"2106-3"	"2011"	"2011"	132	321788	41.0
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"White"	"2106-3"	"2012"	"2012"	121	311854	38.8
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"White"	"2106-3"	"2013"	"2013"	106	307430	34.5
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"White"	"2106-3"	"2014"	"2014"	140	310330	45.1
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"White"	"2106-3"	"2015"	"2015"	118	319359	36.9
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"White"	"2106-3"	"2016"	"2016"	90	323186	27.8
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"White"	"2106-3"	"2017"	"2017"	90	321323	28.0
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2009"	"2009"	10	6067	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"< 1 year"	"0"	"White"	"2106-3"	"1999"	"1999"	26	66588	39.0
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"< 1 year"	"0"	"White"	"2106-3"	"2000"	"2000"	28	66285	42.2
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"< 1 year"	"0"	"White"	"2106-3"	"2001"	"2001"	25	71685	34.9
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"< 1 year"	"0"	"White"	"2106-3"	"2002"	"2002"	29	71765	40.4
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"< 1 year"	"0"	"White"	"2106-3"	"2003"	"2003"	28	72810	38.5
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"< 1 year"	"0"	"White"	"2106-3"	"2004"	"2004"	25	73679	33.9
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"< 1 year"	"0"	"White"	"2106-3"	"2005"	"2005"	27	76302	35.4
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"< 1 year"	"0"	"White"	"2106-3"	"2006"	"2006"	34	77823	43.7
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"< 1 year"	"0"	"White"	"2106-3"	"2007"	"2007"	39	78965	49.4
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"< 1 year"	"0"	"White"	"2106-3"	"2008"	"2008"	21	77673	27.0
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"< 1 year"	"0"	"White"	"2106-3"	"2009"	"2009"	28	70241	39.9
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"< 1 year"	"0"	"White"	"2106-3"	"2010"	"2010"	25	71282	35.1
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"< 1 year"	"0"	"White"	"2106-3"	"2011"	"2011"	23	70744	32.5
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"< 1 year"	"0"	"White"	"2106-3"	"2012"	"2012"	13	70324	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"< 1 year"	"0"	"White"	"2106-3"	"2013"	"2013"	11	68485	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"< 1 year"	"0"	"White"	"2106-3"	"2015"	"2015"	12	69574	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2007"	"2007"	10	4221	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"< 1 year"	"0"	"White"	"2106-3"	"1999"	"1999"	64	53964	118.6
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"< 1 year"	"0"	"White"	"2106-3"	"2000"	"2000"	49	54269	90.3
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"< 1 year"	"0"	"White"	"2106-3"	"2001"	"2001"	31	59547	52.1
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"< 1 year"	"0"	"White"	"2106-3"	"2002"	"2002"	52	59166	87.9
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"< 1 year"	"0"	"White"	"2106-3"	"2003"	"2003"	24	59528	40.3
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"< 1 year"	"0"	"White"	"2106-3"	"2004"	"2004"	39	59146	65.9
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"< 1 year"	"0"	"White"	"2106-3"	"2005"	"2005"	32	59859	53.5
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"< 1 year"	"0"	"White"	"2106-3"	"2006"	"2006"	24	60457	39.7
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"< 1 year"	"0"	"White"	"2106-3"	"2007"	"2007"	45	61335	73.4
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"< 1 year"	"0"	"White"	"2106-3"	"2008"	"2008"	30	59855	50.1
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"< 1 year"	"0"	"White"	"2106-3"	"2009"	"2009"	23	58123	39.6
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"< 1 year"	"0"	"White"	"2106-3"	"2010"	"2010"	25	58087	43.0
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"< 1 year"	"0"	"White"	"2106-3"	"2011"	"2011"	14	56860	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"< 1 year"	"0"	"White"	"2106-3"	"2013"	"2013"	11	56714	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"< 1 year"	"0"	"White"	"2106-3"	"2014"	"2014"	15	57096	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"< 1 year"	"0"	"White"	"2106-3"	"1999"	"1999"	21	18793	111.7
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"< 1 year"	"0"	"White"	"2106-3"	"2000"	"2000"	11	18848	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"< 1 year"	"0"	"White"	"2106-3"	"2001"	"2001"	14	19731	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"< 1 year"	"0"	"White"	"2106-3"	"2002"	"2002"	12	19697	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"< 1 year"	"0"	"White"	"2106-3"	"2003"	"2003"	17	20139	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"< 1 year"	"0"	"White"	"2106-3"	"2004"	"2004"	17	21151	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"< 1 year"	"0"	"White"	"2106-3"	"2005"	"2005"	11	21625	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"< 1 year"	"0"	"White"	"2106-3"	"2006"	"2006"	21	22554	93.1
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"< 1 year"	"0"	"White"	"2106-3"	"2007"	"2007"	21	23462	89.5
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"< 1 year"	"0"	"White"	"2106-3"	"2008"	"2008"	21	23300	90.1
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"< 1 year"	"0"	"White"	"2106-3"	"2009"	"2009"	14	22508	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"< 1 year"	"0"	"White"	"2106-3"	"2010"	"2010"	18	22352	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"< 1 year"	"0"	"White"	"2106-3"	"2011"	"2011"	16	21022	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"< 1 year"	"0"	"White"	"2106-3"	"2013"	"2013"	15	20505	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"< 1 year"	"0"	"White"	"2106-3"	"2014"	"2014"	14	21140	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"< 1 year"	"0"	"White"	"2106-3"	"2016"	"2016"	12	21282	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"< 1 year"	"0"	"White"	"2106-3"	"2002"	"2002"	12	9290	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"< 1 year"	"0"	"White"	"2106-3"	"2006"	"2006"	12	9974	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"< 1 year"	"0"	"White"	"2106-3"	"2007"	"2007"	11	10466	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"< 1 year"	"0"	"White"	"2106-3"	"2009"	"2009"	15	10294	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"< 1 year"	"0"	"White"	"2106-3"	"2011"	"2011"	10	10095	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"< 1 year"	"0"	"White"	"2106-3"	"1999"	"1999"	14	24209	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"< 1 year"	"0"	"White"	"2106-3"	"2000"	"2000"	12	24258	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"< 1 year"	"0"	"White"	"2106-3"	"2001"	"2001"	11	25698	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"< 1 year"	"0"	"White"	"2106-3"	"2005"	"2005"	10	28610	Unreliable
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"< 1 year"	"0"	"White"	"2106-3"	"1999"	"1999"	11	21837	Unreliable
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"< 1 year"	"0"	"White"	"2106-3"	"2000"	"2000"	11	21497	Unreliable
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"< 1 year"	"0"	"White"	"2106-3"	"2001"	"2001"	13	21597	Unreliable
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"< 1 year"	"0"	"White"	"2106-3"	"2002"	"2002"	10	21794	Unreliable
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"< 1 year"	"0"	"White"	"2106-3"	"2004"	"2004"	14	22158	Unreliable
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"< 1 year"	"0"	"White"	"2106-3"	"2006"	"2006"	14	22564	Unreliable
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"< 1 year"	"0"	"White"	"2106-3"	"2007"	"2007"	11	23398	Unreliable
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"< 1 year"	"0"	"White"	"2106-3"	"2008"	"2008"	17	23008	Unreliable
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"< 1 year"	"0"	"White"	"2106-3"	"2009"	"2009"	10	23174	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"< 1 year"	"0"	"White"	"2106-3"	"1999"	"1999"	15	41842	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"< 1 year"	"0"	"White"	"2106-3"	"2000"	"2000"	16	42037	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"< 1 year"	"0"	"White"	"2106-3"	"2002"	"2002"	10	43834	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"< 1 year"	"0"	"White"	"2106-3"	"2003"	"2003"	15	44572	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"< 1 year"	"0"	"White"	"2106-3"	"2004"	"2004"	17	45677	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"< 1 year"	"0"	"White"	"2106-3"	"2005"	"2005"	17	45534	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"< 1 year"	"0"	"White"	"2106-3"	"2006"	"2006"	15	47497	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"< 1 year"	"0"	"White"	"2106-3"	"2007"	"2007"	10	49240	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"< 1 year"	"0"	"White"	"2106-3"	"2008"	"2008"	15	48432	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"< 1 year"	"0"	"White"	"2106-3"	"2009"	"2009"	14	49602	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"< 1 year"	"0"	"White"	"2106-3"	"2010"	"2010"	14	48929	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"< 1 year"	"0"	"White"	"2106-3"	"2011"	"2011"	28	46573	60.1
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"< 1 year"	"0"	"White"	"2106-3"	"2012"	"2012"	27	45871	58.9
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"< 1 year"	"0"	"White"	"2106-3"	"2013"	"2013"	19	45636	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"< 1 year"	"0"	"White"	"2106-3"	"2015"	"2015"	20	46061	43.4
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"< 1 year"	"0"	"White"	"2106-3"	"2016"	"2016"	12	46303	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"< 1 year"	"0"	"White"	"2106-3"	"2017"	"2017"	18	46516	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"< 1 year"	"0"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	12	2628	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"< 1 year"	"0"	"White"	"2106-3"	"2009"	"2009"	12	7013	Unreliable
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	23	51557	44.6
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	15	52268	Unreliable
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	12	59046	Unreliable
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	14	61533	Unreliable
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	12	61400	Unreliable
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	12	63737	Unreliable
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	18	66726	Unreliable
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	16	64160	Unreliable
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	11	64919	Unreliable
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	16	65920	Unreliable
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	11	66438	Unreliable
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	14	70017	Unreliable
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Asian or Pacific Islander"	"A-PI"	"2017"	"2017"	10	67755	Unreliable
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"1999"	"1999"	62	39515	156.9
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2000"	"2000"	33	39979	82.5
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2001"	"2001"	17	39667	Unreliable
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2002"	"2002"	33	38441	85.8
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2003"	"2003"	33	38165	86.5
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2004"	"2004"	28	37330	75.0
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2005"	"2005"	34	37976	89.5
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2006"	"2006"	27	38213	70.7
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2007"	"2007"	38	39925	95.2
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2008"	"2008"	44	40380	109.0
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2009"	"2009"	42	40335	104.1
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2010"	"2010"	49	40916	119.8
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2011"	"2011"	36	41986	85.7
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2012"	"2012"	48	41690	115.1
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2013"	"2013"	52	40876	127.2
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2014"	"2014"	37	41218	89.8
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2015"	"2015"	32	41712	76.7
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2016"	"2016"	29	41348	70.1
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2017"	"2017"	35	39924	87.7
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"White"	"2106-3"	"1999"	"1999"	154	387143	39.8
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"White"	"2106-3"	"2000"	"2000"	120	382887	31.3
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"White"	"2106-3"	"2001"	"2001"	65	417749	15.6
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"White"	"2106-3"	"2002"	"2002"	122	411323	29.7
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"White"	"2106-3"	"2003"	"2003"	121	416281	29.1
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"White"	"2106-3"	"2004"	"2004"	133	415473	32.0
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"White"	"2106-3"	"2005"	"2005"	111	415910	26.7
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"White"	"2106-3"	"2006"	"2006"	101	413232	24.4
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"White"	"2106-3"	"2007"	"2007"	130	415685	31.3
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"White"	"2106-3"	"2008"	"2008"	135	413673	32.6
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"White"	"2106-3"	"2009"	"2009"	126	382694	32.9
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"White"	"2106-3"	"2010"	"2010"	120	375277	32.0
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"White"	"2106-3"	"2011"	"2011"	112	384537	29.1
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"White"	"2106-3"	"2012"	"2012"	111	388232	28.6
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"White"	"2106-3"	"2013"	"2013"	91	379725	24.0
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"White"	"2106-3"	"2014"	"2014"	88	378181	23.3
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"White"	"2106-3"	"2015"	"2015"	76	378052	20.1
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"White"	"2106-3"	"2016"	"2016"	75	373934	20.1
	"Census Region 4: West"	"CENS-R4"	"California"	"06"	"< 1 year"	"0"	"White"	"2106-3"	"2017"	"2017"	69	367881	18.8
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"< 1 year"	"0"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	13	11371	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"< 1 year"	"0"	"White"	"2106-3"	"1999"	"1999"	24	39755	60.4
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"< 1 year"	"0"	"White"	"2106-3"	"2000"	"2000"	42	39790	105.6
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"< 1 year"	"0"	"White"	"2106-3"	"2001"	"2001"	28	40997	68.3
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"< 1 year"	"0"	"White"	"2106-3"	"2002"	"2002"	26	40372	64.4
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"< 1 year"	"0"	"White"	"2106-3"	"2003"	"2003"	19	40458	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"< 1 year"	"0"	"White"	"2106-3"	"2004"	"2004"	18	39581	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"< 1 year"	"0"	"White"	"2106-3"	"2005"	"2005"	26	40513	64.2
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"< 1 year"	"0"	"White"	"2106-3"	"2006"	"2006"	22	41551	52.9
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"< 1 year"	"0"	"White"	"2106-3"	"2007"	"2007"	31	43289	71.6
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"< 1 year"	"0"	"White"	"2106-3"	"2008"	"2008"	14	42430	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"< 1 year"	"0"	"White"	"2106-3"	"2009"	"2009"	29	41129	70.5
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"< 1 year"	"0"	"White"	"2106-3"	"2010"	"2010"	28	40462	69.2
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"< 1 year"	"0"	"White"	"2106-3"	"2011"	"2011"	21	39971	52.5
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"< 1 year"	"0"	"White"	"2106-3"	"2012"	"2012"	20	39165	51.1
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"< 1 year"	"0"	"White"	"2106-3"	"2013"	"2013"	23	39101	58.8
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"< 1 year"	"0"	"White"	"2106-3"	"2014"	"2014"	21	39073	53.7
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"< 1 year"	"0"	"White"	"2106-3"	"2015"	"2015"	19	39877	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"< 1 year"	"0"	"White"	"2106-3"	"2016"	"2016"	19	40367	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Oregon"	"41"	"< 1 year"	"0"	"White"	"2106-3"	"2017"	"2017"	18	40184	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2008"	"2008"	10	6710	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Washington"	"53"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2011"	"2011"	10	6687	Unreliable
